accountNumber,adpNumber,transactionDirection
1001545852,8CZVLK2,Buy
1001545910,8CZVLK2,Sell
1001546157,8CZVLK2,Buy
1001546819,8CZVLK2,Sell
1001547056,8CZVLK2,Buy
1001547759,8CZVLK2,Sell
1001547858,8CZVLK2,Buy
1001549110,8CZVLK2,Sell
1001549318,8CZVLK2,Buy
1001549516,8CZVLK2,Sell
1001550019,8CZVLK2,Buy
1001550316,8CZVLK2,Sell
1001551512,8CZVLK2,Buy
1001552452,8CZVLK2,Sell
1001552759,8CZVLK2,Buy
1001553013,8CZVLK2,Sell
1001553518,8CZVLK2,Buy
1001553716,8CZVLK2,Sell
1001553815,8CZVLK2,Buy
1001553914,8CZVLK2,Sell
1001554052,8CZVLK2,Buy
1001554151,8CZVLK2,Sell
1001554813,8CZVLK2,Buy
1001554912,8CZVLK2,Sell
1001555257,8CZVLK2,Buy
1001555851,8CZVLK2,Sell
1001558251,8CZVLK2,Buy
1001558657,8CZVLK2,Sell
1001558855,8CZVLK2,Buy
1001558954,8CZVLK2,Sell
1001559010,8CZVLK2,Buy
1001560216,8CZVLK2,Sell
1001561453,8CZVLK2,Buy
1001562311,8CZVLK2,Sell
1001562451,8CZVLK2,Buy
1001562758,8CZVLK2,Sell
1001563855,8CZVLK2,Buy
1001564010,8CZVLK2,Sell
1001564259,8CZVLK2,Buy
1001564358,8CZVLK2,Sell
1001565116,8CZVLK2,Buy
1001565611,8CZVLK2,Sell
1001566155,8CZVLK2,Buy
1001566213,8CZVLK2,Sell
1001566510,8CZVLK2,Buy
1001567351,8CZVLK2,Sell
1001568318,8CZVLK2,Buy
1001568458,8CZVLK2,Sell
1001568557,8CZVLK2,Buy
1001568714,8CZVLK2,Sell
1001568854,8CZVLK2,Buy
1001569019,8CZVLK2,Sell
1001569118,8CZVLK2,Buy
1001569217,8CZVLK2,Sell
1001569316,8CZVLK2,Buy
1001569415,8CZVLK2,Sell
1001570355,8CZVLK2,Buy
1001570553,8CZVLK2,Sell
1001570850,8CZVLK2,Buy
1001571056,8CZVLK2,Sell
1001571858,8CZVLK2,Buy
1001572252,8CZVLK2,Sell
1001572310,8CZVLK2,Buy
1001573250,8CZVLK2,Sell
1001573557,8CZVLK2,Buy
1001573755,8CZVLK2,Sell
1001573953,8CZVLK2,Buy
1001574357,8CZVLK2,Sell
1001574456,8CZVLK2,Buy
1001574613,8CZVLK2,Sell
1001574852,8CZVLK2,Buy
1001575057,8CZVLK2,Sell
1001575354,8CZVLK2,Buy
1001575651,8CZVLK2,Sell
1001576055,8CZVLK2,Buy
1001577053,8CZVLK2,Sell
1001577152,8CZVLK2,Buy
1001577459,8CZVLK2,Sell
1001577616,8CZVLK2,Buy
1001578010,8CZVLK2,Sell
1001578119,8CZVLK2,Buy
1001579455,8CZVLK2,Sell
1001579653,8CZVLK2,Buy
1001579851,8CZVLK2,Sell
1001580453,8CZVLK2,Buy
1001580552,8CZVLK2,Sell
1001580818,8CZVLK2,Buy
1001581410,8CZVLK2,Sell
1001581956,8CZVLK2,Buy
1001582111,8CZVLK2,Sell
1001582350,8CZVLK2,Buy
1001582558,8CZVLK2,Sell
1001582855,8CZVLK2,Buy
1001583259,8CZVLK2,Sell
1001583358,8CZVLK2,Buy
1001583556,8CZVLK2,Sell
1001583655,8CZVLK2,Buy
1001583713,8CZVLK2,Sell
1001584059,8CZVLK2,Buy
1001584257,8CZVLK2,Sell
1001584315,8CZVLK2,Buy
1001584554,8CZVLK2,Sell
1001584752,8CZVLK2,Buy
1001585411,8CZVLK2,Sell
1001585650,8CZVLK2,Buy
1001585759,8CZVLK2,Sell
1001586559,8CZVLK2,Buy
1001587250,8CZVLK2,Sell
1001588555,8CZVLK2,Buy
1001588613,8CZVLK2,Sell
1001588951,8CZVLK2,Buy
1001589355,8CZVLK2,Sell
1001590155,8CZVLK2,Buy
1001591112,8CZVLK2,Sell
1001591211,8CZVLK2,Buy
1001591419,8CZVLK2,Sell
1001591559,8CZVLK2,Buy
1001591658,8CZVLK2,Sell
1001591716,8CZVLK2,Buy
1001592219,8CZVLK2,Sell
1001592359,8CZVLK2,Buy
1001592516,8CZVLK2,Sell
1001592854,8CZVLK2,Buy
1001592912,8CZVLK2,Sell
1001593514,8CZVLK2,Buy
1001595410,8CZVLK2,Sell
1001595519,8CZVLK2,Buy
1001596657,8CZVLK2,Sell
1001597010,8CZVLK2,Buy
1001597457,8CZVLK2,Sell
1001597515,8CZVLK2,Buy
1001598356,8CZVLK2,Sell
1001599610,8CZVLK2,Buy
1001600251,8CZVLK2,Sell
1001600319,8CZVLK2,Buy
1001601812,8CZVLK2,Sell
1001602612,8CZVLK2,Buy
1001604154,8CZVLK2,Sell
1001604253,8CZVLK2,Buy
1001604311,8CZVLK2,Sell
1001606357,8CZVLK2,Buy
1001607256,8CZVLK2,Sell
1001607819,8CZVLK2,Buy
1001608353,8CZVLK2,Sell
1001608452,8CZVLK2,Buy
1001608759,8CZVLK2,Sell
1001608916,8CZVLK2,Buy
1001609914,8CZVLK2,Sell
1001610516,8CZVLK2,Buy
1001611415,8CZVLK2,Sell
1001611712,8CZVLK2,Buy
1001611951,8CZVLK2,Sell
1001612017,8CZVLK2,Buy
1001612413,8CZVLK2,Sell
1001612512,8CZVLK2,Buy
1001613056,8CZVLK2,Sell
1001613452,8CZVLK2,Buy
1001614617,8CZVLK2,Sell
1001614757,8CZVLK2,Buy
1001615010,8CZVLK2,Sell
1001615259,8CZVLK2,Buy
1001616059,8CZVLK2,Sell
1001616612,8CZVLK2,Buy
1001616851,8CZVLK2,Sell
1001617214,8CZVLK2,Buy
1001618055,8CZVLK2,Sell
1001618113,8CZVLK2,Buy
1001618212,8CZVLK2,Sell
1001618311,8CZVLK2,Buy
1001618410,8CZVLK2,Sell
1001618519,8CZVLK2,Buy
1001618618,8CZVLK2,Sell
1001618915,8CZVLK2,Buy
1001619251,8CZVLK2,Sell
1001619418,8CZVLK2,Buy
1001619517,8CZVLK2,Sell
1001619814,8CZVLK2,Buy
1001620010,8CZVLK2,Sell
1001620259,8CZVLK2,Buy
1001620556,8CZVLK2,Sell
1001621554,8CZVLK2,Buy
1001622115,8CZVLK2,Sell
1001622255,8CZVLK2,Buy
1001622511,8CZVLK2,Sell
1001622651,8CZVLK2,Buy
1001623154,8CZVLK2,Sell
1001623451,8CZVLK2,Buy
1001624418,8CZVLK2,Sell
1001624657,8CZVLK2,Buy
1001625217,8CZVLK2,Sell
1001625456,8CZVLK2,Buy
1001625555,8CZVLK2,Sell
1001626314,8CZVLK2,Buy
1001626413,8CZVLK2,Sell
1001626611,8CZVLK2,Buy
1001626710,8CZVLK2,Sell
1001626850,8CZVLK2,Buy
1001626959,8CZVLK2,Sell
1001627015,8CZVLK2,Buy
1001627114,8CZVLK2,Sell
1001627510,8CZVLK2,Buy
1001627619,8CZVLK2,Sell
1001627858,8CZVLK2,Buy
1001627957,8CZVLK2,Sell
1001628112,8CZVLK2,Buy
1001628310,8CZVLK2,Sell
1001628419,8CZVLK2,Buy
1001628658,8CZVLK2,Sell
1001628856,8CZVLK2,Buy
1001629714,8CZVLK2,Sell
1001629953,8CZVLK2,Buy
1001630019,8CZVLK2,Sell
1001631454,8CZVLK2,Buy
1001631652,8CZVLK2,Sell
1001631710,8CZVLK2,Buy
1001631819,8CZVLK2,Sell
1001631918,8CZVLK2,Buy
1001632015,8CZVLK2,Sell
1001632114,8CZVLK2,Buy
1001633559,8CZVLK2,Sell
1001633617,8CZVLK2,Buy
1001634656,8CZVLK2,Sell
1001635653,8CZVLK2,Buy
1001635851,8CZVLK2,Sell
1001637055,8CZVLK2,Buy
1001637113,8CZVLK2,Sell
1001637451,8CZVLK2,Buy
1001637659,8CZVLK2,Sell
1001638053,8CZVLK2,Buy
1001638152,8CZVLK2,Sell
1001638350,8CZVLK2,Buy
1001638558,8CZVLK2,Sell
1001638756,8CZVLK2,Buy
1001639259,8CZVLK2,Sell
1001639358,8CZVLK2,Buy
1001639556,8CZVLK2,Sell
1001640752,8CZVLK2,Buy
1001641313,8CZVLK2,Sell
1001641651,8CZVLK2,Buy
1001641750,8CZVLK2,Sell
1001642154,8CZVLK2,Buy
1001642410,8CZVLK2,Sell
1001643657,8CZVLK2,Buy
1001643756,8CZVLK2,Sell
1001644358,8CZVLK2,Buy
1001644556,8CZVLK2,Sell
1001644655,8CZVLK2,Buy
1001645058,8CZVLK2,Sell
1001645355,8CZVLK2,Buy
1001645454,8CZVLK2,Sell
1001645553,8CZVLK2,Buy
1001645652,8CZVLK2,Sell
1001646452,8CZVLK2,Buy
1001646759,8CZVLK2,Sell
1001647310,8CZVLK2,Buy
1001647518,8CZVLK2,Sell
1001649654,8CZVLK2,Buy
1001650454,8CZVLK2,Sell
1001650512,8CZVLK2,Buy
1001650819,8CZVLK2,Sell
1001651155,8CZVLK2,Buy
1001651254,8CZVLK2,Sell
1001651452,8CZVLK2,Buy
1001651759,8CZVLK2,Sell
1001651916,8CZVLK2,Buy
1001652252,8CZVLK2,Sell
1001652955,8CZVLK2,Buy
1001653755,8CZVLK2,Sell
1001653912,8CZVLK2,Buy
1001654258,8CZVLK2,Sell
1001654357,8CZVLK2,Buy
1001654613,8CZVLK2,Sell
1001654753,8CZVLK2,Buy
1001654951,8CZVLK2,Sell
1001655750,8CZVLK2,Buy
1001656352,8CZVLK2,Sell
1001656519,8CZVLK2,Buy
1001657657,8CZVLK2,Sell
1001657756,8CZVLK2,Buy
1001657814,8CZVLK2,Sell
1001658358,8CZVLK2,Buy
1001658457,8CZVLK2,Sell
1001658655,8CZVLK2,Buy
1001659315,8CZVLK2,Sell
1001659851,8CZVLK2,Buy
1001659919,8CZVLK2,Sell
1001660255,8CZVLK2,Buy
1001660453,8CZVLK2,Sell
1001660651,8CZVLK2,Buy
1001660750,8CZVLK2,Sell
1001662251,8CZVLK2,Buy
1001663317,8CZVLK2,Sell
1001663515,8CZVLK2,Buy
1001664513,8CZVLK2,Sell
1001665114,8CZVLK2,Buy
1001666013,8CZVLK2,Sell
1001666351,8CZVLK2,Buy
1001667011,8CZVLK2,Sell
1001668258,8CZVLK2,Buy
1001668555,8CZVLK2,Sell
1001668654,8CZVLK2,Buy
1001669553,8CZVLK2,Sell
1001670551,8CZVLK2,Buy
1001670759,8CZVLK2,Sell
1001671955,8CZVLK2,Buy
1001672151,8CZVLK2,Sell
1001673951,8CZVLK2,Buy
1001674116,8CZVLK2,Sell
1001675253,8CZVLK2,Buy
1001675816,8CZVLK2,Sell
1001675915,8CZVLK2,Buy
1001676111,8CZVLK2,Sell
1001676251,8CZVLK2,Buy
1001676756,8CZVLK2,Sell
1001676855,8CZVLK2,Buy
1001677317,8CZVLK2,Sell
1001678257,8CZVLK2,Buy
1001678950,8CZVLK2,Sell
1001679214,8CZVLK2,Buy
1001680014,8CZVLK2,Sell
1001680451,8CZVLK2,Buy
1001681251,8CZVLK2,Sell
1001681616,8CZVLK2,Buy
1001682853,8CZVLK2,Sell
1001683612,8CZVLK2,Buy
1001684115,8CZVLK2,Sell
1001684750,8CZVLK2,Buy
1001685112,8CZVLK2,Sell
1001685310,8CZVLK2,Buy
1001686219,8CZVLK2,Sell
1001686318,8CZVLK2,Buy
1001686755,8CZVLK2,Sell
1001687316,8CZVLK2,Buy
1001687415,8CZVLK2,Sell
1001687613,8CZVLK2,Buy
1001687852,8CZVLK2,Sell
1001688959,8CZVLK2,Buy
1001689015,8CZVLK2,Sell
1001689510,8CZVLK2,Buy
1001689759,8CZVLK2,Sell
1001689858,8CZVLK2,Buy
1001691656,8CZVLK2,Sell
1001691953,8CZVLK2,Buy
1001692258,8CZVLK2,Sell
1001692712,8CZVLK2,Buy
1001692852,8CZVLK2,Sell
1001692910,8CZVLK2,Buy
1001693116,8CZVLK2,Sell
1001693256,8CZVLK2,Buy
1001694353,8CZVLK2,Sell
1001694916,8CZVLK2,Buy
1001695053,8CZVLK2,Sell
1001695954,8CZVLK2,Buy
1001696259,8CZVLK2,Sell
1001696655,8CZVLK2,Buy
1001696853,8CZVLK2,Sell
1001696911,8CZVLK2,Buy
1001698552,8CZVLK2,Sell
1001698610,8CZVLK2,Buy
1001699055,8CZVLK2,Sell
1001699519,8CZVLK2,Buy
1001699618,8CZVLK2,Sell
1001700416,8CZVLK2,Buy
1001701455,8CZVLK2,Sell
1001701554,8CZVLK2,Buy
1001701950,8CZVLK2,Sell
1001702453,8CZVLK2,Buy
1001702511,8CZVLK2,Sell
1001702750,8CZVLK2,Buy
1001703915,8CZVLK2,Sell
1001704418,8CZVLK2,Buy
1001706116,8CZVLK2,Sell
1001706215,8CZVLK2,Buy
1001706652,8CZVLK2,Sell
1001707353,8CZVLK2,Buy
1001707759,8CZVLK2,Sell
1001707916,8CZVLK2,Buy
1001708252,8CZVLK2,Sell
1001708757,8CZVLK2,Buy
1001709052,8CZVLK2,Sell
1001709615,8CZVLK2,Buy
1001710050,8CZVLK2,Sell
1001710159,8CZVLK2,Buy
1001710316,8CZVLK2,Sell
1001710415,8CZVLK2,Buy
1001710514,8CZVLK2,Sell
1001710613,8CZVLK2,Buy
1001712650,8CZVLK2,Sell
1001713252,8CZVLK2,Buy
1001713856,8CZVLK2,Sell
1001715257,8CZVLK2,Buy
1001716958,8CZVLK2,Sell
1001717659,8CZVLK2,Buy
1001717956,8CZVLK2,Sell
1001718657,8CZVLK2,Buy
1001719358,8CZVLK2,Sell
1001719457,8CZVLK2,Buy
1001720216,8CZVLK2,Sell
1001720851,8CZVLK2,Buy
1001721255,8CZVLK2,Sell
1001721354,8CZVLK2,Buy
1001721859,8CZVLK2,Sell
1001723517,8CZVLK2,Buy
1001723855,8CZVLK2,Sell
1001724358,8CZVLK2,Buy
1001724952,8CZVLK2,Sell
1001726551,8CZVLK2,Buy
1001728151,8CZVLK2,Sell
1001728318,8CZVLK2,Buy
1001729852,8CZVLK2,Sell
1001730058,8CZVLK2,Buy
1001730512,8CZVLK2,Sell
1001731155,8CZVLK2,Buy
1001731452,8CZVLK2,Sell
1001731759,8CZVLK2,Buy
1001731957,8CZVLK2,Sell
1001732617,8CZVLK2,Buy
1001732955,8CZVLK2,Sell
1001733656,8CZVLK2,Buy
1001734258,8CZVLK2,Sell
1001734357,8CZVLK2,Buy
1001735057,8CZVLK2,Sell
1001735354,8CZVLK2,Buy
1001736055,8CZVLK2,Sell
1001736253,8CZVLK2,Buy
1001736857,8CZVLK2,Sell
1001737053,8CZVLK2,Buy
1001737251,8CZVLK2,Sell
1001737558,8CZVLK2,Buy
1001737657,8CZVLK2,Sell
1001738911,8CZVLK2,Buy
1001739117,8CZVLK2,Sell
1001739216,8CZVLK2,Buy
1001740651,8CZVLK2,Sell
1001740958,8CZVLK2,Buy
1001742152,8CZVLK2,Sell
1001742855,8CZVLK2,Buy
1001743853,8CZVLK2,Sell
1001743952,8CZVLK2,Buy
1001744059,8CZVLK2,Sell
1001744257,8CZVLK2,Buy
1001744752,8CZVLK2,Sell
1001745213,8CZVLK2,Buy
1001745551,8CZVLK2,Sell
1001746252,8CZVLK2,Buy
1001746856,8CZVLK2,Sell
1001746955,8CZVLK2,Buy
1001747318,8CZVLK2,Sell
1001747458,8CZVLK2,Buy
1001748159,8CZVLK2,Sell
1001749256,8CZVLK2,Buy
1001749652,8CZVLK2,Sell
1001750452,8CZVLK2,Buy
1001753019,8CZVLK2,Sell
1001755352,8CZVLK2,Buy
1001755451,8CZVLK2,Sell
1001755550,8CZVLK2,Buy
1001755857,8CZVLK2,Sell
1001756350,8CZVLK2,Buy
1001756459,8CZVLK2,Sell
1001756657,8CZVLK2,Buy
1001757754,8CZVLK2,Sell
1001758356,8CZVLK2,Buy
1001758950,8CZVLK2,Sell
1001759156,8CZVLK2,Buy
1001759214,8CZVLK2,Sell
1001759453,8CZVLK2,Buy
1001760055,8CZVLK2,Sell
1001760154,8CZVLK2,Buy
1001760352,8CZVLK2,Sell
1001760451,8CZVLK2,Buy
1001760956,8CZVLK2,Sell
1001761418,8CZVLK2,Buy
1001762457,8CZVLK2,Sell
1001762556,8CZVLK2,Buy
1001762655,8CZVLK2,Sell
1001763059,8CZVLK2,Buy
1001763257,8CZVLK2,Sell
1001763455,8CZVLK2,Buy
1001763554,8CZVLK2,Sell
1001764016,8CZVLK2,Buy
1001764156,8CZVLK2,Sell
1001764354,8CZVLK2,Buy
1001764552,8CZVLK2,Sell
1001764651,8CZVLK2,Buy
1001764917,8CZVLK2,Sell
1001765757,8CZVLK2,Buy
1001766458,8CZVLK2,Sell
1001766755,8CZVLK2,Buy
1001767019,8CZVLK2,Sell
1001767159,8CZVLK2,Buy
1001767514,8CZVLK2,Sell
1001769056,8CZVLK2,Buy
1001769155,8CZVLK2,Sell
1001769353,8CZVLK2,Buy
1001769759,8CZVLK2,Sell
1001769858,8CZVLK2,Buy
1001769957,8CZVLK2,Sell
1001770351,8CZVLK2,Buy
1001770559,8CZVLK2,Sell
1001770658,8CZVLK2,Buy
1001770716,8CZVLK2,Sell
1001770815,8CZVLK2,Buy
1001771011,8CZVLK2,Sell
1001772258,8CZVLK2,Buy
1001773611,8CZVLK2,Sell
1001773850,8CZVLK2,Buy
1001773959,8CZVLK2,Sell
1001775756,8CZVLK2,Buy
1001775954,8CZVLK2,Sell
1001776051,8CZVLK2,Buy
1001777455,8CZVLK2,Sell
1001780111,8CZVLK2,Buy
1001781457,8CZVLK2,Sell
1001781754,8CZVLK2,Buy
1001781952,8CZVLK2,Sell
1001782059,8CZVLK2,Buy
1001782851,8CZVLK2,Sell
1001783057,8CZVLK2,Buy
1001783453,8CZVLK2,Sell
1001784154,8CZVLK2,Buy
1001784451,8CZVLK2,Sell
1001784816,8CZVLK2,Buy
1001785052,8CZVLK2,Sell
1001785151,8CZVLK2,Buy
1001785219,8CZVLK2,Sell
1001785359,8CZVLK2,Buy
1001785417,8CZVLK2,Sell
1001785557,8CZVLK2,Buy
1001785656,8CZVLK2,Sell
1001785755,8CZVLK2,Buy
1001786753,8CZVLK2,Sell
1001787256,8CZVLK2,Buy
1001787355,8CZVLK2,Sell
1001787751,8CZVLK2,Buy
1001788452,8CZVLK2,Sell
1001788510,8CZVLK2,Buy
1001788650,8CZVLK2,Sell
1001789054,8CZVLK2,Buy
1001789559,8CZVLK2,Sell
1001790458,8CZVLK2,Buy
1001790656,8CZVLK2,Sell
1001794559,8CZVLK2,Buy
1001794658,8CZVLK2,Sell
1001794757,8CZVLK2,Buy
1001794955,8CZVLK2,Sell
1001795051,8CZVLK2,Buy
1001795259,8CZVLK2,Sell
1001797750,8CZVLK2,Buy
1001798550,8CZVLK2,Sell
1001798659,8CZVLK2,Buy
1001798857,8CZVLK2,Sell
1001799558,8CZVLK2,Buy
1001800158,8CZVLK2,Sell
1001800356,8CZVLK2,Buy
1001801818,8CZVLK2,Sell
1001802055,8CZVLK2,Buy
1001802253,8CZVLK2,Sell
1001802352,8CZVLK2,Buy
1001802816,8CZVLK2,Sell
1001802915,8CZVLK2,Buy
1001803012,8CZVLK2,Sell
1001803756,8CZVLK2,Buy
1001803855,8CZVLK2,Sell
1001804713,8CZVLK2,Buy
1001804952,8CZVLK2,Sell
1001805413,8CZVLK2,Buy
1001805652,8CZVLK2,Sell
1001806759,8CZVLK2,Buy
1001807518,8CZVLK2,Sell
1001809316,8CZVLK2,Buy
1001809852,8CZVLK2,Sell
1001812013,8CZVLK2,Buy
1001812153,8CZVLK2,Sell
1001812252,8CZVLK2,Buy
1001813151,8CZVLK2,Sell
1001813854,8CZVLK2,Buy
1001815651,8CZVLK2,Sell
1001817152,8CZVLK2,Buy
1001817350,8CZVLK2,Sell
1001818051,8CZVLK2,Buy
1001818150,8CZVLK2,Sell
1001818853,8CZVLK2,Buy
1001819612,8CZVLK2,Sell
1001820958,8CZVLK2,Buy
1001822350,8CZVLK2,Sell
1001822459,8CZVLK2,Buy
1001822756,8CZVLK2,Sell
1001823655,8CZVLK2,Buy
1001824059,8CZVLK2,Sell
1001824455,8CZVLK2,Buy
1001824554,8CZVLK2,Sell
1001826658,8CZVLK2,Buy
1001827151,8CZVLK2,Sell
1001827557,8CZVLK2,Buy
1001828951,8CZVLK2,Sell
1001829355,8CZVLK2,Buy
1001830353,8CZVLK2,Sell
1001830510,8CZVLK2,Buy
1001830957,8CZVLK2,Sell
1001831757,8CZVLK2,Buy
1001832755,8CZVLK2,Sell
1001834017,8CZVLK2,Buy
1001834959,8CZVLK2,Sell
1001836152,8CZVLK2,Buy
1001836251,8CZVLK2,Sell
1001836558,8CZVLK2,Buy
1001836954,8CZVLK2,Sell
1001837952,8CZVLK2,Buy
1001838257,8CZVLK2,Sell
1001838851,8CZVLK2,Buy
1001839958,8CZVLK2,Sell
1001840550,8CZVLK2,Buy
1001841459,8CZVLK2,Sell
1001842259,8CZVLK2,Buy
1001842457,8CZVLK2,Sell
1001842952,8CZVLK2,Buy
1001843356,8CZVLK2,Sell
1001843455,8CZVLK2,Buy
1001844156,8CZVLK2,Sell
1001845013,8CZVLK2,Buy
1001845351,8CZVLK2,Sell
1001846953,8CZVLK2,Buy
1001847050,8CZVLK2,Sell
1001847258,8CZVLK2,Buy
1001847357,8CZVLK2,Sell
1001847852,8CZVLK2,Buy
1001848058,8CZVLK2,Sell
1001848850,8CZVLK2,Buy
1001848959,8CZVLK2,Sell
1001849650,8CZVLK2,Buy
1001850351,8CZVLK2,Sell
1001850450,8CZVLK2,Buy
1001850856,8CZVLK2,Sell
1001851151,8CZVLK2,Buy
1001851359,8CZVLK2,Sell
1001851656,8CZVLK2,Buy
1001852159,8CZVLK2,Sell
1001852753,8CZVLK2,Buy
1001853256,8CZVLK2,Sell
1001853314,8CZVLK2,Buy
1001853454,8CZVLK2,Sell
1001853652,8CZVLK2,Buy
1001854551,8CZVLK2,Sell
1001856051,8CZVLK2,Buy
1001856259,8CZVLK2,Sell
1001856358,8CZVLK2,Buy
1001857554,8CZVLK2,Sell
1001858057,8CZVLK2,Buy
1001859659,8CZVLK2,Sell
1001859857,8CZVLK2,Buy
1001859956,8CZVLK2,Sell
1001860053,8CZVLK2,Buy
1001860517,8CZVLK2,Sell
1001860616,8CZVLK2,Buy
1001860715,8CZVLK2,Sell
1001861853,8CZVLK2,Buy
1001862612,8CZVLK2,Sell
1001863057,8CZVLK2,Buy
1001863453,8CZVLK2,Sell
1001864055,8CZVLK2,Buy
1001864451,8CZVLK2,Sell
1001864659,8CZVLK2,Buy
1001864956,8CZVLK2,Sell
1001865151,8CZVLK2,Buy
1001865854,8CZVLK2,Sell
1001866050,8CZVLK2,Buy
1001866258,8CZVLK2,Sell
1001866951,8CZVLK2,Buy
1001867256,8CZVLK2,Sell
1001868155,8CZVLK2,Buy
1001868759,8CZVLK2,Sell
1001868858,8CZVLK2,Buy
1001868916,8CZVLK2,Sell
1001869955,8CZVLK2,Buy
1001870458,8CZVLK2,Sell
1001871019,8CZVLK2,Buy
1001871852,8CZVLK2,Sell
1001871951,8CZVLK2,Buy
1001872157,8CZVLK2,Sell
1001872256,8CZVLK2,Buy
1001872355,8CZVLK2,Sell
1001873858,8CZVLK2,Buy
1001873957,8CZVLK2,Sell
1001874310,8CZVLK2,Buy
1001874757,8CZVLK2,Sell
1001874856,8CZVLK2,Buy
1001875358,8CZVLK2,Sell
1001876117,8CZVLK2,Buy
1001876554,8CZVLK2,Sell
1001876950,8CZVLK2,Buy
1001877016,8CZVLK2,Sell
1001877354,8CZVLK2,Buy
1001877750,8CZVLK2,Sell
1001878113,8CZVLK2,Buy
1001878550,8CZVLK2,Sell
1001878956,8CZVLK2,Buy
1001880051,8CZVLK2,Sell
1001880457,8CZVLK2,Buy
1001880655,8CZVLK2,Sell
1001880754,8CZVLK2,Buy
1001881059,8CZVLK2,Sell
1001881554,8CZVLK2,Buy
1001881653,8CZVLK2,Sell
1001881851,8CZVLK2,Buy
1001882057,8CZVLK2,Sell
1001882255,8CZVLK2,Buy
1001882552,8CZVLK2,Sell
1001882958,8CZVLK2,Buy
1001884657,8CZVLK2,Sell
1001885357,8CZVLK2,Buy
1001885456,8CZVLK2,Sell
1001885852,8CZVLK2,Buy
1001886157,8CZVLK2,Sell
1001886652,8CZVLK2,Buy
1001887858,8CZVLK2,Sell
1001888054,8CZVLK2,Buy
1001888955,8CZVLK2,Sell
1001889854,8CZVLK2,Buy
1001890258,8CZVLK2,Sell
1001890753,8CZVLK2,Buy
1001891157,8CZVLK2,Sell
1001892452,8CZVLK2,Buy
1001892650,8CZVLK2,Sell
1001892916,8CZVLK2,Buy
1001893351,8CZVLK2,Sell
1001893450,8CZVLK2,Buy
1001893559,8CZVLK2,Sell
1001893757,8CZVLK2,Buy
1001894557,8CZVLK2,Sell
1001895257,8CZVLK2,Buy
1001895653,8CZVLK2,Sell
1001896552,8CZVLK2,Buy
1001896750,8CZVLK2,Sell
1001896958,8CZVLK2,Buy
1001897055,8CZVLK2,Sell
1001898152,8CZVLK2,Buy
1001898350,8CZVLK2,Sell
1001898855,8CZVLK2,Buy
1001899515,8CZVLK2,Sell
1001900453,8CZVLK2,Buy
1001900859,8CZVLK2,Sell
1001900958,8CZVLK2,Buy
1001901014,8CZVLK2,Sell
1001901253,8CZVLK2,Buy
1001901352,8CZVLK2,Sell
1001901550,8CZVLK2,Buy
1001901956,8CZVLK2,Sell
1001902152,8CZVLK2,Buy
1001902459,8CZVLK2,Sell
1001902954,8CZVLK2,Buy
1001903952,8CZVLK2,Sell
1001904059,8CZVLK2,Buy
1001904158,8CZVLK2,Sell
1001904356,8CZVLK2,Buy
1001904455,8CZVLK2,Sell
1001904554,8CZVLK2,Buy
1001904851,8CZVLK2,Sell
1001905056,8CZVLK2,Buy
1001905858,8CZVLK2,Sell
1001906153,8CZVLK2,Buy
1001907656,8CZVLK2,Sell
1001908118,8CZVLK2,Buy
1001908753,8CZVLK2,Sell
1001909652,8CZVLK2,Buy
1001910155,8CZVLK2,Sell
1001910452,8CZVLK2,Buy
1001911054,8CZVLK2,Sell
1001912458,8CZVLK2,Buy
1001912615,8CZVLK2,Sell
1001913951,8CZVLK2,Buy
1001914157,8CZVLK2,Sell
1001914256,8CZVLK2,Buy
1001915352,8CZVLK2,Sell
1001915451,8CZVLK2,Buy
1001915550,8CZVLK2,Sell
1001915758,8CZVLK2,Buy
1001917259,8CZVLK2,Sell
1001917655,8CZVLK2,Buy
1001917754,8CZVLK2,Sell
1001917812,8CZVLK2,Buy
1001918455,8CZVLK2,Sell
1001918554,8CZVLK2,Buy
1001918851,8CZVLK2,Sell
1001919354,8CZVLK2,Buy
1001919651,8CZVLK2,Sell
1001920410,8CZVLK2,Buy
1001920550,8CZVLK2,Sell
1001920659,8CZVLK2,Buy
1001921053,8CZVLK2,Sell
1001922051,8CZVLK2,Buy
1001922358,8CZVLK2,Sell
1001923059,8CZVLK2,Buy
1001924156,8CZVLK2,Sell
1001924255,8CZVLK2,Buy
1001925252,8CZVLK2,Sell
1001925450,8CZVLK2,Buy
1001925757,8CZVLK2,Sell
1001926052,8CZVLK2,Buy
1001927753,8CZVLK2,Sell
1001928157,8CZVLK2,Buy
1001928215,8CZVLK2,Sell
1001928850,8CZVLK2,Buy
1001929015,8CZVLK2,Sell
1001929718,8CZVLK2,Buy
1001930252,8CZVLK2,Sell
1001930310,8CZVLK2,Buy
1001930559,8CZVLK2,Sell
1001931359,8CZVLK2,Buy
1001931755,8CZVLK2,Sell
1001931953,8CZVLK2,Buy
1001932050,8CZVLK2,Sell
1001932159,8CZVLK2,Buy
1001932753,8CZVLK2,Sell
1001932951,8CZVLK2,Buy
1001933058,8CZVLK2,Sell
1001933454,8CZVLK2,Buy
1001933512,8CZVLK2,Sell
1001933850,8CZVLK2,Buy
1001934312,8CZVLK2,Sell
1001934452,8CZVLK2,Buy
1001934551,8CZVLK2,Sell
